From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
0,414,Co-Offenders,btb selling cocaine,G45,NONE
0,427,Legitimate,Associate,G45,NONE
0,1031,Legitimate,Associate,G45,NONE
0,1869,Legitimate,bt purchase property together in the US,G45,NONE
0,1956,Legitimate,used to be in business together,G45,NONE
0,522,Legitimate,btb associate,G45,G2
0,655,Co-Offenders,bt sell cocaine,G45,G45
0,232,Legitimate,Associate,G45,G9
4,1670,Co-Offenders,"Cocaine Rip, Shooting",G175,G175
5,4,Co-Offenders,"debt collection, drugs, home invasions, extortion & kidnapping",G175,G175
10,213,Legitimate,btb personal associate,G9,G9
16,1666,Legitimate,associate,"G73, G131",G110
16,1905,Legitimate,Associate,"G73, G131",G110
17,109,Co-Offenders,,"G73, G131",NONE
17,496,Legitimate,Former Associate,"G73, G131",NONE
17,694,Legitimate,Former Associate,"G73, G131",NONE
17,827,Legitimate,Former Associate,"G73, G131",NONE
17,1892,Co-Offenders,Same Cell,"G73, G131",NONE
17,502,Co-Offenders,Same Cell,"G73, G131",G131
17,16,Co-Offenders,,"G73, G131","G73, G131"
20,1905,Co-Offenders,working together re drugs,G183,G110
20,3,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,78,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,146,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,506,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,669,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,739,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,746,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,779,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,1291,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,1352,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,1553,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,1716,Co-Offenders,"Kidnappings, debt collection, drug rips & robberies",G183,G183
20,19,Co-Offenders,possession of narcotics,G183,G183
21,1235,Legitimate,user of Blackberry,"G47, G81","G47, G81"
23,1470,Legitimate,assoicate,NONE,G169
25,167,Co-Offenders,associate,G11,NONE
25,1517,Co-Offenders,associate,G11,NONE
25,24,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
25,117,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
25,118,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
25,1092,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
25,1098,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,"G11, G18"
26,520,Co-Offenders,cocaine courier,G54,G54
27,520,Legitimate,former roommates,G54,G54
27,520,Co-Offenders,drug partner,G54,G54
27,26,Co-Offenders,former cocaine courier,G54,G54
28,77,Legitimate,Associate,NONE,G167
32,1942,Legitimate,associate,NONE,NONE
34,1945,Legitimate,Associate,G179,G179
37,1957,Legitimate,involved with vehicle leases,"G55, G60, G107",G107
39,38,Co-Offenders,arrested for cocaine,G93,NONE
44,1519,Co-Offenders,"Illegal gambling, selling of stolen property",G27,G27
44,1519,Legitimate,director of business,G27,G27
45,43,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,409,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,410,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,505,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,603,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,710,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,1110,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,1154,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,1435,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,1907,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
45,1982,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
49,881,Co-Offenders,btb associate,NONE,NONE
49,881,Legitimate,longshoreman,NONE,NONE
50,1513,Legitimate,RO company,"G8, G9, G10, G24",NONE
50,1871,Legitimate,associate,"G8, G9, G10, G24","G23, G24"
50,819,Legitimate,RO company,"G8, G9, G10, G24","G24, G80"
60,1998,Co-Offenders,Cocaine,NONE,NONE
61,131,Co-Offenders,btb marihuana,G46,G100
61,648,Legitimate,,G46,G46
61,545,Co-Offenders,btb marihuana,G46,G46
61,439,Co-Offenders,marihuana possession,G46,G46
61,958,Co-Offenders,marihuana possession,G46,G46
61,647,Co-Offenders,Same Cell,G46,G46
61,648,Co-Offenders,Same Cell,G46,G46
61,752,Co-Offenders,Same Cell,G46,G46
67,1431,Co-Offenders,btb cocaine connection,"G13, G15, G16",NONE
67,454,Co-Offenders,btb criminal associate,"G13, G15, G16",G15
67,68,Co-Offenders,same cell,"G13, G15, G16",G15
67,68,Legitimate,director of 5 registered firms,"G13, G15, G16",G15
67,697,Co-Offenders,btb supplying cocaine,"G13, G15, G16","G15, G25, G34, G67"
67,697,Legitimate,"paid 725 $700,000 for warehouse","G13, G15, G16","G15, G25, G34, G67"
68,697,Co-Offenders,btb supplying cocaine,G15,"G15, G25, G34, G67"
69,71,Legitimate,Director/ Manager,NONE,NONE
75,1645,Co-Offenders,btb flying shipments of marihuana,"G47, G82",NONE
75,1244,Co-Offenders,bt have imported cocaine,"G47, G82",G13
75,697,Co-Offenders,cocaine,"G47, G82","G15, G25, G34, G67"
75,1250,Legitimate,met in an prison,"G47, G82",G47
75,74,Co-Offenders,assists in transferring proceeds into Canada,"G47, G82",G47
75,1250,Co-Offenders,bt have imported cocaine,"G47, G82",G47
75,1964,Co-Offenders,btb hired for protection & for transfer of funds into foreign country,"G47, G82",G47
75,830,Co-Offenders,btb working together in cocaine importation,"G47, G82",G47
75,1201,Co-Offenders,in charge of one helicopter re marihuana,"G47, G82",G47
75,453,Co-Offenders,partners in a marihuana smuggling enterprise,"G47, G82",G47
75,1736,Co-Offenders,Same Cell,"G47, G82",G47
75,1749,Co-Offenders,Same Cell,"G47, G82",G47
75,1791,Co-Offenders,Same Cell,"G47, G82",G47
75,2031,Co-Offenders,Same Cell,"G47, G82",G47
75,453,Legitimate, “owner” of one helicopter,"G47, G82",G47
75,2050,Co-Offenders,Same Cell,"G47, G82","G47, G58, G81"
75,681,Co-Offenders,btb flying shipments of marihuana,"G47, G82","G47, G65"
75,21,Co-Offenders,Same Cell,"G47, G82","G47, G81"
75,1235,Co-Offenders,RO of Blackberries linked to organization,"G47, G82","G47, G81"
75,569,Co-Offenders,Same Cell,"G47, G82","G47, G84"
75,1050,Co-Offenders,Same Cell,"G47, G82","G47, G84"
75,1257,Co-Offenders,bt have worked together,"G47, G82","G60, G110"
75,1346,Legitimate,btb partner in helicopter,"G47, G82",G73
75,1045,Co-Offenders,involved in the money aspect of marihuana exportation,"G47, G82",G81
75,232,Co-Offenders,bt have worked together,"G47, G82",G9
77,330,Legitimate,Associate,G167,NONE
77,980,Co-Offenders,Same Cell,G167,G167
77,1855,Co-Offenders,Same Cell,G167,G167
77,1973,Co-Offenders,Same Cell,G167,G167
77,1170,Legitimate,Associate,G167,G175
79,1149,Legitimate,Associates,G175,G175
79,1860,Legitimate,Associates,G175,G175
80,79,Co-Offenders,"debt collection, drugs, home invasions, extortion & kidnapping",G175,G175
87,366,Co-Offenders,main supplier of heroin,NONE,NONE
89,88,Legitimate,director /officer,NONE,NONE
89,91,Legitimate,director /officer,NONE,NONE
89,350,Legitimate,director /officer,NONE,NONE
90,88,Legitimate,director /officer,NONE,NONE
90,89,Co-Offenders,bt launder money,NONE,NONE
90,89,Legitimate,director /officer,NONE,NONE
90,91,Legitimate,director /officer,NONE,NONE
103,1939,Legitimate,best friend,G48,G48
103,798,Co-Offenders,bt have stolen meth from other gang,G48,G48
103,1939,Co-Offenders,bt have stolen meth from other gang,G48,G48
104,1020,Co-Offenders,Same Cell,"G48, G107",G110
104,1939,Legitimate,former associate,"G48, G107",G48
104,564,Legitimate,long-time friend,"G48, G107",G48
104,22,Co-Offenders,Same Cell,"G48, G107",G48
104,48,Co-Offenders,Same Cell,"G48, G107",G48
104,72,Co-Offenders,Same Cell,"G48, G107",G48
104,101,Co-Offenders,Same Cell,"G48, G107",G48
104,102,Co-Offenders,Same Cell,"G48, G107",G48
104,103,Co-Offenders,Same Cell,"G48, G107",G48
104,235,Co-Offenders,Same Cell,"G48, G107",G48
104,258,Co-Offenders,Same Cell,"G48, G107",G48
104,343,Co-Offenders,Same Cell,"G48, G107",G48
104,485,Co-Offenders,Same Cell,"G48, G107",G48
104,555,Co-Offenders,Same Cell,"G48, G107",G48
104,564,Co-Offenders,Same Cell,"G48, G107",G48
104,774,Co-Offenders,Same Cell,"G48, G107",G48
104,798,Co-Offenders,Same Cell,"G48, G107",G48
104,853,Co-Offenders,Same Cell,"G48, G107",G48
104,866,Co-Offenders,Same Cell,"G48, G107",G48
104,927,Co-Offenders,Same Cell,"G48, G107",G48
104,1046,Co-Offenders,Same Cell,"G48, G107",G48
104,1164,Co-Offenders,Same Cell,"G48, G107",G48
104,1539,Co-Offenders,Same Cell,"G48, G107",G48
104,1567,Co-Offenders,Same Cell,"G48, G107",G48
104,1622,Co-Offenders,Same Cell,"G48, G107",G48
104,1901,Co-Offenders,Same Cell,"G48, G107",G48
104,1939,Co-Offenders,Same Cell,"G48, G107",G48
104,1940,Co-Offenders,Same Cell,"G48, G107",G48
104,1952,Co-Offenders,Same Cell,"G48, G107",G48
104,2030,Co-Offenders,Same Cell,"G48, G107",G48
104,2069,Co-Offenders,Same Cell,"G48, G107",G48
104,2084,Co-Offenders,Same Cell,"G48, G107","G48, G107"
104,549,Co-Offenders,Same Cell,"G48, G107","G48, G127"
104,904,Legitimate,Associate,"G48, G107","G48, G179"
104,904,Co-Offenders,Same Cell,"G48, G107","G48, G179"
104,276,Co-Offenders,Same Cell,"G48, G107","G48, G56"
104,1528,Co-Offenders,Same Cell,"G48, G107","G48, G56"
104,1531,Co-Offenders,Same Cell,"G48, G107","G48, G56"
110,1915,Legitimate,Associate,NONE,NONE
114,142,Co-Offenders,cocaine trafficking & money laundering,G49,NONE
114,142,Legitimate,working together in legitimate business,G49,NONE
114,542,Legitimate,Former Associate,G49,NONE
114,613,Legitimate,Associate,G49,NONE
114,613,Co-Offenders,bt have acquired  airplane to transport cocaine,G49,NONE
114,963,Legitimate,Former Associate,G49,NONE
114,1608,Legitimate,Former Associate,G49,NONE
114,1720,Legitimate,Former Associate,G49,NONE
114,1980,Legitimate,Former Associate,G49,NONE
114,2098,Legitimate,Former Associate,G49,NONE
114,420,Legitimate,Associate,G49,G49
114,1777,Legitimate,Associate,G49,G49
114,1136,Legitimate,Former Associate,G49,G49
114,1137,Legitimate,Former Associate,G49,G49
114,1136,Co-Offenders,cocaine trafficking & money laundering,G49,G49
114,1137,Co-Offenders,cocaine trafficking & money laundering,G49,G49
114,156,Co-Offenders,Same Cell,G49,G49
114,1487,Co-Offenders,Same Cell,G49,G49
114,420,Co-Offenders,worked with 437 using his group to import cocaine.,G49,G49
114,1777,Co-Offenders,working together in the drug trade,G49,G49
114,1557,Legitimate,Associate,G49,"G49, G99"
114,1690,Legitimate,Associate,G49,G51
114,1763,Legitimate,Associate,G49,G51
114,1765,Legitimate,Associate,G49,G51
114,2112,Legitimate,Associate,G49,"G8, G29, G72"
114,2112,Co-Offenders,btb obtaining cocaine from sources,G49,"G8, G29, G72"
120,67,Co-Offenders,btb: cocaine trafficking,"G15, G78","G13, G15, G16"
120,67,Legitimate,director ,"G15, G78","G13, G15, G16"
120,68,Co-Offenders,btb: cocaine trafficking,"G15, G78",G15
120,68,Legitimate,director,"G15, G78",G15
122,767,Legitimate,associate,G44,NONE
123,631,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
123,951,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
123,1090,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
123,1571,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
123,1916,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
123,631,Legitimate,employee,G133,G133
123,951,Legitimate,employee,G133,G133
123,1090,Legitimate,employee,G133,G133
123,1571,Legitimate,co-owners,G133,G133
123,1916,Legitimate,employee,G133,G133
123,947,Co-Offenders,btb installing secret compartments into vehicles,G133,G186
123,947,Legitimate,employee,G133,G186
126,308,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
126,897,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
126,1714,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
129,956,Co-Offenders,firearms supplied by 135,G56,G56
129,988,Co-Offenders,machine guns,G56,G56
131,1588,Co-Offenders,drop of marihuana btb orchestrated,G100,G100
131,1718,Co-Offenders,marihuana drop,G100,G100
131,1510,Co-Offenders,drop of marihuana btb orchestrated,G100,"G95, G100"
132,1015,Co-Offenders,btb supplied heroin,G89,G78
140,82,Legitimate,was close associate,G66,"G23, G40, G43"
140,81,Legitimate,passenger in vehicle,G66,"G23, G40, G43, G111"
140,1298,Legitimate,was close associate,G66,"G23, G41, G66, G89"
144,548,Legitimate,Associate,G135,G127
144,548,Co-Offenders,btb ‘hitman” for 574,G135,G127
145,292,Co-Offenders,Cocaine source,NONE,NONE
145,458,Co-Offenders,Cocaine source,NONE,NONE
145,577,Co-Offenders,Drugs,NONE,NONE
145,972,Co-Offenders,Drugs,NONE,NONE
150,1130,Co-Offenders,,G37,G31
150,395,Co-Offenders,same cell,G37,G37
150,451,Co-Offenders,same cell,G37,G37
150,455,Co-Offenders,same cell,G37,G37
150,546,Co-Offenders,same cell,G37,G37
150,1028,Co-Offenders,same cell,G37,G37
150,1710,Co-Offenders,same cell,G37,G37
150,1838,Co-Offenders,same cell,G37,G37
150,2049,Co-Offenders,same cell,G37,G37
152,151,Co-Offenders,a lower level group of drug dealers,G62,G62
152,673,Co-Offenders,a lower level group of drug dealers,G62,G62
161,418,Co-Offenders,btb cocaine supplier,G10,G10
161,598,Co-Offenders,btb cocaine supplier,G10,G10
166,714,Co-Offenders,was hired by 172 to transport marihuana/ cocaine & firearms,G50,NONE
166,333,Co-Offenders,driver contracted by 172 to smuggle drugs/ weapons,G50,G50
166,221,Co-Offenders,"involved in marihuana grow ops, supplying cocaine",G50,G50
166,1375,Co-Offenders,Same Cell,G50,G50
166,1486,Co-Offenders,Same Cell,G50,G50
166,221,Legitimate, owns a res. Purchased 227,G50,G50
166,684,Co-Offenders,Same Cell,G50,"G50, G110"
170,98,Legitimate,Associate,G51,NONE
170,227,Legitimate,Associate,G51,NONE
170,263,Legitimate,Associate,G51,NONE
170,1022,Legitimate,Associate,G51,NONE
170,1030,Legitimate,Associate,G51,NONE
170,1557,Legitimate,Associate,G51,"G49, G99"
170,1491,Co-Offenders,Same Cell,G51,G51
170,1690,Co-Offenders,Same Cell,G51,G51
170,1763,Co-Offenders,Same Cell,G51,G51
170,1765,Co-Offenders,Same Cell,G51,G51
170,968,Co-Offenders,Same Cell,G51,"G51, G99"
170,1808,Legitimate,Associate,G51,G99
170,2071,Legitimate,Associate,G51,G99
170,389,Co-Offenders,Same Cell,G51,G99
173,139,Co-Offenders,associate,"G18, G21",NONE
173,877,Co-Offenders,bt have met re cocaine trafficking,"G18, G21",NONE
173,906,Co-Offenders,associate,"G18, G21",NONE
173,1337,Co-Offenders,associate,"G18, G21",NONE
173,1377,Co-Offenders,associate,"G18, G21",NONE
173,1967,Co-Offenders,"2048 paid a ""tax"" re operation","G18, G21",NONE
173,1098,Co-Offenders,same cell,"G18, G21","G11, G18"
173,792,Co-Offenders,disturbance,"G18, G21","G11, G19, G21"
173,1694,Legitimate,operates closely,"G18, G21",G18
173,1693,Co-Offenders,moves 179's drugs,"G18, G21",G18
173,164,Co-Offenders,same cell,"G18, G21",G18
173,433,Co-Offenders,same cell,"G18, G21",G18
173,510,Co-Offenders,same cell,"G18, G21",G18
173,544,Co-Offenders,same cell,"G18, G21",G18
173,562,Co-Offenders,same cell,"G18, G21",G18
173,961,Co-Offenders,same cell,"G18, G21",G18
173,1099,Co-Offenders,same cell,"G18, G21",G18
173,1148,Co-Offenders,same cell,"G18, G21",G18
173,1694,Co-Offenders,same cell,"G18, G21",G18
173,1825,Co-Offenders,same cell,"G18, G21",G18
173,2041,Co-Offenders,same cell,"G18, G21",G18
173,2070,Co-Offenders,same cell,"G18, G21",G18
173,530,Co-Offenders,same cell,"G18, G21","G18, G99"
173,408,Co-Offenders,same cell,"G18, G21",G184
173,933,Legitimate,associate,"G18, G21","G19, G21"
173,1010,Co-Offenders,associate,"G18, G21","G19, G21, G22"
173,855,Co-Offenders,associate,"G18, G21","G19, G21, G22, G109"
173,1754,Legitimate,1823: mentor,"G18, G21",G21
173,432,Legitimate,associate,"G18, G21",G21
173,1754,Co-Offenders,both charged,"G18, G21",G21
173,2040,Legitimate,associate,"G18, G21",G22
173,903,Co-Offenders,same cell,"G18, G21",G8
173,1508,Co-Offenders,intercepted re drug talk,"G18, G21",G99
176,814,Legitimate,associate,G101,"G23, G69"
182,36,Legitimate,Associate,G52,NONE
182,249,Legitimate,Associate,G52,NONE
182,718,Legitimate,Associate,G52,NONE
182,768,Legitimate,Associate,G52,NONE
182,928,Legitimate,Associate,G52,NONE
182,1590,Legitimate,Associate,G52,NONE
182,1801,Legitimate,Associate,G52,NONE
182,1422,Legitimate,Associate,G52,G52
182,183,Co-Offenders,Same Cell,G52,G52
185,637,Legitimate,former associate,NONE,NONE
187,1893,Co-Offenders,rented hotel to deal drugs,G20,G20
196,1211,Legitimate,worked for  1263,NONE,NONE
196,421,Legitimate,bt have worked for  438,NONE,G99
200,1034,Co-Offenders,Cocaine,NONE,NONE
202,1729,Co-Offenders,marihuana exportation,G30,"G23, G30, G43"
216,1235,Legitimate,Blackberry registered to 1287,G81,"G47, G81"
218,1841,Co-Offenders,weapons,NONE,NONE
218,386,Legitimate,Associate,NONE,G56
218,386,Co-Offenders,weapons,NONE,G56
221,1655,Legitimate,associate,G50,"G39, G68"
229,524,Legitimate,Associate,NONE,NONE
229,660,Legitimate,Associate,NONE,NONE
229,1481,Legitimate,director,NONE,NONE
232,33,Legitimate,associate,G9,NONE
232,33,Co-Offenders,same cell,G9,NONE
232,255,Legitimate,associate,G9,NONE
232,289,Legitimate,owner/ manager,G9,NONE
232,381,Legitimate,associate,G9,NONE
232,743,Legitimate,associate,G9,NONE
232,744,Co-Offenders,btb drug trafficking,G9,NONE
232,744,Legitimate,business  is next door,G9,NONE
232,983,Legitimate,associate,G9,NONE
232,1577,Legitimate,associate,G9,NONE
232,1894,Co-Offenders,btb cocaine/ money courier,G9,NONE
232,1951,Legitimate,associate,G9,NONE
232,2096,Legitimate,associate,G9,NONE
232,534,Legitimate,associate,G9,G121
232,473,Legitimate,Associate,G9,"G16, G27, G38, G58"
232,473,Co-Offenders,btb drug trafficking associate,G9,"G16, G27, G38, G58"
232,1878,Co-Offenders,drug supplier,G9,"G40, G90"
232,50,Co-Offenders,same cell,G9,"G8, G9, G10, G24"
232,1105,Legitimate,associate,G9,G9
232,10,Co-Offenders,assualt,G9,G9
232,213,Co-Offenders,cocaine network,G9,G9
232,1105,Co-Offenders,,G9,G9
232,1705,Co-Offenders,same cell,G9,G9
232,1705,Legitimate,executive,G9,G9
232,444,Co-Offenders,cocaine network,G9,"G9, G38"
232,1706,Co-Offenders,cocaine network,G9,"G9, G38"
239,2112,Co-Offenders,bt have trafficked  cocaine,"G4, G5, G6, G7","G8, G29, G72"
242,955,Co-Offenders,btb supported by 248,G97,NONE
246,1035,Legitimate,director /officer,NONE,NONE
247,248,Co-Offenders,cocaine & meth transportation,G1,G1
247,1140,Co-Offenders,bt have supplied cocaine,G1,G1
247,1458,Co-Offenders,assault conspiracy,G1,G1
247,685,Co-Offenders,cocaine &  meth,G1,"G1, G3"
247,1983,Co-Offenders,assault conspiracy,G1,"G1, G6"
248,278,Co-Offenders,arrested together,G1,NONE
254,586,Co-Offenders,property used by 612 in dealing crack,G2,NONE
268,880,Legitimate,former associate,G68,NONE
268,880,Co-Offenders,cross border marihuana smuggling,G68,NONE
268,1108,Legitimate,former associate,G68,NONE
268,1108,Co-Offenders,cross border marihuana smuggling,G68,NONE
268,1836,Legitimate,former associate,G68,G107
268,1836,Co-Offenders,flew marihuana into the US,G68,G107
268,707,Legitimate,btb flying a helicopter,G68,G68
272,1633,Co-Offenders,stock manipulations &  money laundering,"G8, G14","G8, G14"
272,1633,Legitimate,director,"G8, G14","G8, G14"
272,1643,Legitimate,director,"G8, G14","G8, G14, G21"
272,654,Co-Offenders,cocaine importation & distribution,"G8, G14","G8, G14, G80"
272,654,Legitimate,director,"G8, G14","G8, G14, G80"
274,1970,Co-Offenders,btb involved in “chop shop”,G69,G69
274,1970,Legitimate,lives on 282 property,G69,G69
276,1528,Co-Offenders,partner in trafficking  large quantities of firearms,"G48, G56","G48, G56"
276,956,Co-Offenders,firearms supplied,"G48, G56",G56
284,210,Co-Offenders,bt sell cocaine,G63,G63
284,760,Co-Offenders,bt sell cocaine,G63,G63
292,64,Co-Offenders,btb operating under control of 66,NONE,NONE
293,1954,Co-Offenders,btb selling cocaine,NONE,NONE
294,1181,Legitimate,Associate,G53,"G10, G26, G90"
294,1181,Co-Offenders,cocaine,G53,"G10, G26, G90"
294,850,Co-Offenders,cocaine & marihuana,G53,G53
294,879,Co-Offenders,cocaine & marihuana,G53,G53
294,1084,Co-Offenders,cocaine & marihuana,G53,G53
294,1192,Co-Offenders,cocaine & marihuana,G53,G53
294,1214,Co-Offenders,cocaine & marihuana,G53,G53
296,672,Co-Offenders,drugs,G54,G54
296,1009,Co-Offenders,drugs,G54,G54
296,1341,Co-Offenders,drugs,G54,G54
296,1797,Co-Offenders,drugs,G54,G54
296,26,Co-Offenders,Same Cell,G54,G54
296,27,Co-Offenders,Same Cell,G54,G54
296,417,Co-Offenders,Same Cell,G54,G54
296,520,Co-Offenders,Same Cell,G54,G54
296,1009,Legitimate,Director,G54,G54
296,27,Legitimate,former director,G54,G54
300,303,Co-Offenders,Drugs,NONE,NONE
300,586,Co-Offenders,Drugs,NONE,NONE
300,1447,Legitimate,Boyfriend /Girlfriend,NONE,NONE
300,1447,Co-Offenders,"Cocaine, heroin, Ecstasy",NONE,NONE
300,1848,Legitimate,Associate,NONE,G40
308,897,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
310,1546,Co-Offenders,money laundering,NONE,NONE
317,321,Co-Offenders,bt sell cocaine,G138,NONE
317,985,Co-Offenders,meth production,G138,G138
317,1025,Co-Offenders,meth production,G138,G138
317,2090,Co-Offenders,bt supply cocaine,G138,"G138, G140"
330,1973,Legitimate,Associate,NONE,G167
331,303,Co-Offenders,Meth,NONE,NONE
335,1769,Legitimate,travelled together to the US,G112,G112
338,334,Legitimate,Associate,G132,NONE
339,66,Legitimate,Associate,"G121, G122",NONE
339,112,Co-Offenders,Same Cell,"G121, G122",G122
339,194,Co-Offenders,Same Cell,"G121, G122",G122
339,265,Co-Offenders,Same Cell,"G121, G122",G122
339,337,Co-Offenders,Same Cell,"G121, G122",G122
339,778,Co-Offenders,Same Cell,"G121, G122",G122
339,1565,Co-Offenders,Same Cell,"G121, G122",G122
339,1568,Co-Offenders,Same Cell,"G121, G122",G122
339,1735,Co-Offenders,Same Cell,"G121, G122",G122
339,715,Co-Offenders,Same Cell,"G121, G122","G122, G186"
339,482,Legitimate,Associate,"G121, G122",G123
339,483,Legitimate,Associate,"G121, G122",G123
341,1868,Co-Offenders,counterfeit drivers licences,G55,G139
341,311,Co-Offenders,Same Cell,G55,G55
341,315,Co-Offenders,Same Cell,G55,G55
341,327,Co-Offenders,Same Cell,G55,G55
341,367,Co-Offenders,Same Cell,G55,G55
341,1037,Co-Offenders,Same Cell,G55,G55
341,1038,Co-Offenders,Same Cell,G55,G55
341,1055,Co-Offenders,Same Cell,G55,G55
341,1074,Co-Offenders,Same Cell,G55,G55
341,1184,Co-Offenders,Same Cell,G55,G55
341,1185,Co-Offenders,Same Cell,G55,G55
341,1189,Co-Offenders,Same Cell,G55,G55
341,1190,Co-Offenders,Same Cell,G55,G55
341,1820,Co-Offenders,Same Cell,G55,G55
341,1830,Co-Offenders,Same Cell,G55,G55
341,1867,Co-Offenders,Same Cell,G55,G55
341,2057,Co-Offenders,Same Cell,G55,G55
341,2058,Co-Offenders,Same Cell,G55,G55
341,2060,Co-Offenders,Same Cell,G55,G55
341,2075,Co-Offenders,Same Cell,G55,G55
341,2057,Legitimate,former employee,G55,G55
341,1055,Legitimate,part of the now-defunct business,G55,G55
341,1074,Legitimate,part of the now-defunct business,G55,G55
341,2058,Legitimate,part of the now-defunct business,G55,G55
341,37,Co-Offenders,Same Cell,G55,"G55, G60, G107"
341,37,Legitimate,part of the now-defunct business,G55,"G55, G60, G107"
341,2083,Co-Offenders,Same Cell,G55,"G55, G82"
341,2083,Legitimate,part of the now-defunct business,G55,"G55, G82"
346,28,Co-Offenders,"Extortion, attempted kidnapping",G161,NONE
346,698,Co-Offenders,"Extortion, attempted kidnapping",G161,NONE
346,1308,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
346,1650,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
346,1755,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
348,606,Co-Offenders,MDMA,NONE,NONE
348,801,Co-Offenders,MDMA,NONE,NONE
348,2061,Co-Offenders,MDMA,NONE,NONE
350,1637,Legitimate,"Real estate sale; coworkers,",NONE,NONE
350,1346,Legitimate,btb associates,NONE,G73
354,1708,Legitimate,Associate,G157,NONE
354,355,Legitimate,Associate,G157,G157
354,720,Legitimate,Associate,G157,G157
354,1260,Legitimate,Associate,G157,G157
354,1768,Legitimate,Associate,G157,G157
354,2102,Legitimate,Associate,G157,G157
354,355,Co-Offenders,"Shoulder surfing, Theft",G157,G157
354,720,Co-Offenders,"Shoulder surfing, Theft",G157,G157
354,1260,Co-Offenders,"Shoulder surfing, Theft",G157,G157
354,1768,Co-Offenders,"Leaders; ""Shoulder surfing"", Theft",G157,G157
354,2102,Co-Offenders,"Shoulder surfing, Theft",G157,G157
360,97,Co-Offenders,Dial-a-doping,G179,G179
374,1116,Co-Offenders,ephedrine/ cocaine smuggling,"G136, G152",NONE
374,312,Co-Offenders,ephedrine/ cocaine smuggling,"G136, G152",G140
376,495,Legitimate,Associate,G130,NONE
376,925,Legitimate,Associate,G130,NONE
376,925,Co-Offenders,involved in a gang-style beating,G130,NONE
376,975,Legitimate,Associate,G130,NONE
376,1058,Legitimate,Associate,G130,NONE
376,1384,Legitimate,Associate,G130,NONE
376,1931,Legitimate,Associate,G130,NONE
376,377,Co-Offenders,Same Cell,G130,G130
376,378,Co-Offenders,Same Cell,G130,G130
384,755,Co-Offenders,marihuana/ cocaine,G30,G30
384,1728,Co-Offenders,marihuana/ cocaine,G30,G30
384,1306,Co-Offenders,marihuana/ cocaine,G30,G98
386,51,Legitimate,Associate,G56,NONE
386,51,Co-Offenders,electronic card skimming,G56,NONE
386,412,Legitimate,Associate,G56,NONE
386,412,Co-Offenders,grow rips & home invasions,G56,NONE
386,1127,Legitimate,Associate,G56,NONE
386,1134,Legitimate,Associate,G56,NONE
386,1356,Legitimate,Associate,G56,NONE
386,276,Co-Offenders,illegal trafficking of firearms,G56,"G48, G56"
386,1528,Co-Offenders,illegal trafficking of firearms,G56,"G48, G56"
